Deal Type,Announce Date,Amendment Date,Completion/Termination Date,Target Name,Target Ticker,Acquirer Name,Acquirer Ticker,Announced Total Value (mil.),Announced Equity Value (mil.),Payment Type,TV/EBITDA,Deal Status,Acquirer Termination Fee,Cash Terms,Nature of Bid,Stock Terms
M&A,8/21/2023, ,11/1/2023,Earthstone Energy Inc,ESTE US,Permian Resources Corp,PR US,2809.78,1831.06,Stock,2.21,Completed,175,N/A,Friendly,1.4460 Aqr sh./Tgt sh.
M&A,4/14/2008, ,10/30/2008,Northwest Airlines LLC,NWA US,Delta Air Lines Inc,DAL US,2754.82,2754.82,Stock, ,Completed,165,N/A,Friendly,1.2500 Aqr sh./Tgt sh.
M&A,7/21/2015, ,11/20/2015,Assertio Therapeutics Inc,1872828D US,Horizon Therapeutics Plc,HZNP US,2752.86,2076.58,Stock,14.98,Terminated, ,N/A,Unsolicited to Hostile,.9500 Aqr sh./Tgt sh.
M&A,8/27/2020, ,1/5/2021,BMC Stock Holdings Inc,BMCH US,Builders FirstSource Inc,BLDR US,2698.16,2449.69,Stock,10.03,Completed, ,N/A,Friendly,1.3125 Aqr sh./Tgt sh.
M&A,7/24/2018, ,1/2/2019,FCB Financial Holdings Inc,FCB US,Synovus Financial Corp,SNV US,2692.62,2692.62,Stock, ,Completed,93.5,N/A,Friendly,1.0550 Aqr sh./Tgt sh.
M&A,11/12/2012, ,3/1/2013,Jefferies Group LLC,1621134D US,Jefferies Financial Group Inc,JEF US,2639.39,2639.39,Stock,2.65,Completed,90,N/A,Friendly,.8100 Aqr sh./Tgt sh.
M&A,4/26/2021, ,12/1/2022,Flagstar Bancorp Inc,FBC US,Flagstar Financial Inc,FLG US,2626.15,2626.15,Stock, ,Completed, ,N/A,Friendly,4.0151 Aqr sh./Tgt sh.
M&A,1/28/2014, ,7/2/2014,Texas Industries Inc,TXI US,Martin Marietta Materials Inc,MLM US,2623.25,2046.35,Stock,30.99,Completed,140,N/A,Friendly,.7000 Aqr sh./Tgt sh.
M&A,2/22/2011, ,7/1/2011,Frontier Oil Corp,FTO US,HollyFrontier Corp,HFC US,2609.54,2672.44,Stock,13.83,Completed,80,N/A,Friendly,.4811 Aqr sh./Tgt sh.
M&A,5/1/2007, ,9/4/2007,MAF Bancorp Inc,MAFB US,National City Corp,NCC US,2542.09,2542.09,Stock, ,Completed, ,N/A,Friendly,1.9939 Aqr sh./Tgt sh.
M&A,7/21/2017,8/14/2017,10/31/2017,Western Refining Logistics LP,WNRL US,Andeavor Logistics LP,ANDX US,2539.22,2235.6,Stock,18.67,Completed, ,N/A,Friendly,.5233 Aqr sh./Tgt sh.
M&A,7/10/2006, ,2/22/2007,Peoples Energy LLC,PGL US,Integrys Energy Group Inc,TEG US,2534.93,1549.73,Stock,17.9,Completed,45,N/A,Friendly,.8250 Aqr sh./Tgt sh.
M&A,9/24/2018, ,2/1/2019,Pandora Media LLC,P US,Sirius XM Holdings Inc,SIRI US,2532.55,N/A,Stock, ,Completed, ,N/A,Friendly,1.44 Aqr sh./Tgt sh.
M&A,2/5/2007, ,8/21/2007,Universal Compression Holdings Inc,3109386Q US,Exterran Energy LLC,HC US,2531.83,1748.27,Stock,8.17,Completed, ,N/A,Friendly, 
M&A,6/1/2021, ,2/16/2022,First Midwest Bancorp Inc/IL,FMBI US,Old National Bancorp/IN,ONB US,2494.86,2494.86,Stock, ,Completed,97,N/A,Friendly,1.1336 Aqr sh./Tgt sh.
M&A,12/16/2013, ,5/1/2014,KKR Financial Holdings LLC,KFN US,KKR & Co Inc,KKR US,2465.47,2465.47,Stock,4.93,Completed, ,N/A,Friendly,.5100 Aqr sh./Tgt sh.
M&A,4/24/2017, ,9/1/2017,FelCor Lodging Trust Inc,FCH US,RLJ Lodging Trust,RLJ US,2451.56,1160.55,Stock,14.79,Completed,95,N/A,Friendly,.3620 Aqr sh./Tgt sh.
M&A,4/11/2011, ,10/5/2011,Global Crossing Ltd,GLBC US,Level 3 Communications Inc,LVLT US,2451.4,1362.4,Stock,6.43,Completed,70,N/A,Friendly,16.0000 Aqr sh./Tgt sh.
M&A,7/15/2019,11/14/2019,12/23/2019,Carrizo Oil & Gas Inc,CRZO US,Callon Petroleum Co,CPE US,2421.16,673.03,Stock,3.43,Completed,57,N/A,Friendly,1.7500 Aqr sh./Tgt sh.
M&A,9/10/2018, ,1/14/2019,Engility Holdings Inc,EGL US,Science Applications International Corp,SAIC US,2376.99,N/A,Stock,14.31,Completed,100,N/A,Friendly,0.45 Aqr sh./Tgt sh.
M&A,3/3/2009, ,9/28/2009,Magellan Midstream Holdings LP,MGG US,Magellan Midstream Partners LP,MMP US,2354.82,1309.26,Stock,5.37,Completed, ,N/A,Friendly,.6325 Aqr sh./Tgt sh.
M&A,10/14/2019, ,1/10/2020,Jagged Peak Energy Inc,JAG US,Parsley Energy Inc,PE US,2326.4,1650.6,Stock,6.08,Completed,189.035,N/A,Friendly,.4470 Aqr sh./Tgt sh.
M&A,4/26/2018, ,7/23/2018,RM Partners LP,RMP US,EQM Midstream Partners LP,EQM US,2298.99,2023.53,Stock,9.37,Completed, ,N/A,Friendly,.3319 Aqr sh./Tgt sh.
M&A,7/1/2015, ,12/18/2015,Gramercy Property Trust Inc,9876555D US,Gramercy Property Trust,GPT US,2298,1467.61,Stock,29.25,Completed,61.1989,N/A,Friendly,3.1898 Aqr sh./Tgt sh.
M&A,7/28/2014, ,2/18/2015,Trulia LLC,1537336D US,Zillow Group Inc,ZG US,2292.35,2277.16,Stock, ,Completed,150,N/A,Friendly,.4440 Aqr sh./Tgt sh.
M&A,4/4/2017, ,3/12/2018,GCI Liberty Inc,GLIBA US,QVC Group Inc,QVCGA US,2276.7,899,Stock,8.4,Completed, ,N/A,Friendly,USD 27.5000/Tgt sh.
M&A,4/11/2010, ,12/6/2010,GenOn Energy Holdings LLC,1933586D US,GenOn Energy Inc,1235274D US,2273.7,1595.7,Stock,2.16,Completed,57.78,N/A,Friendly,2.8350 Aqr sh./Tgt sh.
M&A,3/29/2004, ,12/1/2004,Millennium Chemicals Inc,MCH US,Lyondell Chemical Co,LYO US,2254.41,996.41,Stock,11.87,Completed, ,N/A,Friendly,.9500 Aqr sh./Tgt sh.
M&A,3/25/2019, ,6/17/2019,Tier REIT Inc,TIER US,Cousins Properties Inc,CUZ US,2246.84,1562.83,Stock,35.01,Completed, ,N/A,Friendly,2.9800 Aqr sh./Tgt sh.
M&A,7/24/2014, ,11/20/2014,QR Energy LP,QRE US,Breitburn Energy Partners LP,BBEPQ US,2243,1291.5,Stock,8.44,Completed, ,N/A,Friendly,.9856 Aqr sh./Tgt sh.
M&A,4/10/2017, ,9/11/2017,Knight Transportation Inc,9876444D US,Knight-Swift Transportation Holdings Inc,KNX US,2236.17,2280.95,Stock,8.95,Completed,89.1,N/A,Friendly,1.0000 Aqr sh./Tgt sh.
M&A,5/31/2006, ,8/9/2006,CommScope Technologies LLC,ANDW US,CommScope Connectivity LLC,1746513D US,2228.56,2042.71,Stock,13.73,Terminated, ,N/A,Friendly,.5700 Aqr sh./Tgt sh.
M&A,6/28/2021, ,9/21/2021,New Senior Investment Group Inc,SNR US,Ventas Inc,VTR US,2216.64,754.77,Stock,20.8,Completed, ,N/A,Friendly,.1561 Aqr sh./Tgt sh.
M&A,12/3/2019, ,3/13/2020,AK Steel Holding Corp,AKS US,Cleveland-Cliffs Inc,CLF US,2211.6,N/A,Stock,3.87,Completed,30,N/A,Friendly,.4000 Aqr sh./Tgt sh.
M&A,10/31/2014, ,4/2/2015,Aviv REIT Inc,AVIV US,Omega Healthcare Investors Inc,OHI US,2205.56,1588.55,Stock,15.58,Completed, ,N/A,Friendly,.9000 Aqr sh./Tgt sh.
M&A,8/1/2011, ,12/1/2011,PAETEC Holding LLC,PAET US,Windstream Holdings Inc,WINMQ US,2205.44,862.15,Stock,7.34,Completed, ,N/A,Friendly,.4600 Aqr sh./Tgt sh.
M&A,12/21/2020, ,3/17/2021,QEP Resources Inc,QEP US,Diamondback Energy Inc,FANG US,2183.83,544.93,Stock,3.71,Completed, ,N/A,Friendly,.0500 Aqr sh./Tgt sh.
M&A,3/7/2017, ,10/2/2017,Astoria Financial Corp,AF US,Sterling Bancorp/DE,STL US,2164.59,2164.59,Stock, ,Completed,75.7,N/A,Friendly,.8750 Aqr sh./Tgt sh.
M&A,8/11/2022, ,3/31/2023,Safehold Inc,2238067D US,Safehold Inc,SAFE US,2158.96,2158.96,Stock,32.78,Completed, ,N/A,Friendly,6.2500 Aqr sh./Tgt sh.
M&A,5/11/2017, ,2/28/2018,Straight Path Communications Inc,STRP US,Verizon Communications Inc,VZ US,2152.07,2159.9,Stock, ,Completed,85,N/A,Friendly,3.7969 Aqr sh./Tgt sh.
M&A,6/15/2023, ,9/1/2023,NexTier Oilfield Solutions Inc,NEX US,Patterson-UTI Energy Inc,PTEN US,2106.35,1876.43,Stock,3.72,Completed, ,N/A,Friendly,.7520 Aqr sh./Tgt sh.
M&A,1/22/2017, ,6/16/2017,BNC Bancorp,BNCN US,Pinnacle Financial Partners Inc,PNFP US,2037.88,2037.88,Stock, ,Completed,66,N/A,Friendly,.5235 Aqr sh./Tgt sh.
M&A,10/16/2020, ,1/4/2022,CIT Group Inc,CIT US,First Citizens BancShares Inc/NC,FCNCA US,2031.57,2031.57,Stock,3.23,Completed, ,N/A,Friendly,.0620 Aqr sh./Tgt sh.
M&A,1/26/2005, ,6/8/2005,Magnum Hunter Resources Inc,710946Q US,Cimarex Energy Co,XEC US,2030.61,1391.22,Stock,6.1,Completed, ,N/A,Friendly,.4150 Aqr sh./Tgt sh.
M&A,9/16/2021, ,2/1/2022,Great Western Bancorp Inc,GWB US,First Interstate BancSystem Inc,FIBK US,2021.07,2021.07,Stock, ,Completed,105,N/A,Friendly,.8425 Aqr sh./Tgt sh.
M&A,12/22/2014,2/21/2017,10/9/2017,Caesars Acquisition Co,CACQ US,Caesars Holdings Inc,1816375D US,1995.77,1995.77,Stock, ,Completed,25,N/A,Friendly,1.6250 Aqr sh./Tgt sh.
M&A,2/17/2004, ,7/1/2004,Provident Financial Group Inc,534689Q US,National City Corp,NCC US,1965.75,N/A,Stock, ,Completed, ,N/A,Friendly,1.1350 Aqr sh./Tgt sh.
M&A,11/23/2005, ,4/25/2006,Northwestern Energy Group Inc,NWE US,Black Hills Corp,BKH US,1942.97,1249.69,Stock,7.9,Terminated, ,35.0000/sh.,Unsolicited to Hostile,USD 35.0000/Tgt sh.
M&A,7/26/2021, ,2/12/2024,Steadfast Apartment REIT Inc,STFR US,Independence Realty Trust Inc,IRT US,1899.94,1899.94,Stock, ,Completed,74,N/A,Friendly,.9050 Aqr sh./Tgt sh.
M&A,8/28/2023, ,1/2/2024,RPT Realty,RPT US,Kimco Realty Corp,KIM US,1891.76,1031.16,Stock,9.46,Completed, ,N/A,Friendly,.6049 Aqr sh./Tgt sh.
M&A,10/26/2021, ,2/2/2022,Oasis Midstream Partners LP,OMP US,Crestwood Equity Partners LP,CEQP US,1879.65,1234.77,Stock,8.13,Completed, ,N/A,Friendly,.8700 Aqr sh./Tgt sh.
M&A,2/27/2020, ,6/17/2020,EQM Midstream Partners LP,EQM US,Equitrans Midstream Corp,ETRN US,1845.02,1845.02,Stock,9.25,Completed, ,N/A,Friendly,2.4400 Aqr sh./Tgt sh.
M&A,12/19/2019, ,6/2/2020,TiVo Corp,TIVO US,Adeia Inc,ADEA US,1841.98,1135.18,Stock, ,Completed,44,N/A,Friendly,.4550 Aqr sh./Tgt sh.
M&A,3/17/2020, ,8/3/2020,TerraForm Power Inc,TERP US,Brookfield Renewable Corp,9213421D CN,1837.76,1837.76,Stock,7.94,Completed, ,N/A,Unsolicited to Friendly,.4762 Aqr sh./Tgt sh.
M&A,10/15/2018, ,2/1/2019,SendGrid Inc,SEND US,Twilio Inc,TWLO US,1834.78,2001.52,Stock,490.71,Completed, ,N/A,Friendly,.4850 Aqr sh./Tgt sh.
M&A,12/21/2005, ,5/22/2006,Maxtor Corp,MXO US,Seagate Technology PLC,9993232D US,1831.23,1793.19,Stock,13.51,Completed,300,N/A,Friendly,.3700 Aqr sh./Tgt sh.
M&A,10/3/2018, ,1/4/2019,Hortonworks Inc,HDP US,Cloudera Inc,CLDR US,1826.47,N/A,Stock, ,Completed,95,N/A,Friendly,1.305 Aqr sh./Tgt sh.
M&A,4/29/2014, ,2/10/2015,Orbital Sciences Corp,ORB US,Northrop Grumman Innovation Systems Inc,OA US,1805.47,2015.67,Stock,12.24,Completed, ,N/A,Friendly,.4490 Aqr sh./Tgt sh.
M&A,7/6/2017, ,1/2/2018,HSN Inc,HSNI US,QVC Group Inc,QVCGA US,1770.68,1294.88,Stock,10.4,Completed, ,N/A,Friendly,1.6500 Aqr sh./Tgt sh.
M&A,8/26/2019, ,1/15/2020,SRC Energy Inc,SRCI US,PDC Energy Inc,PDCE US,1739.33,1052.76,Stock,2.97,Completed,55,N/A,Friendly,.1580 Aqr sh./Tgt sh.
M&A,3/9/2005, ,7/5/2005,Great Lakes Chemical Corp,723588Q US,Chemtura Corp/Old,CEMJQ US,1729.23,1512.13,Stock,11.26,Completed, ,N/A,Friendly,2.2232 Aqr sh./Tgt sh.
M&A,9/27/2022, ,5/16/2024,Lakeland Bancorp Inc,LBAI US,Provident Financial Services Inc,PFS US,1686.02,1252.62,Stock, ,Completed, ,N/A,Friendly,.8319 Aqr sh./Tgt sh.
M&A,2/23/2018, ,6/1/2018,Alliance Holdings GP LP,AHGP US,Alliance Resource Partners LP,ARLP US,1681.04,1115.64,Stock,3.7,Completed, ,N/A,Friendly,1.4780 Aqr sh./Tgt sh.
M&A,12/1/2014, ,3/13/2015,Spansion Inc,CODE US,Cypress Semiconductor Corp,CY US,1641.17,1558.37,Stock,21.29,Completed,60,N/A,Friendly,2.4570 Aqr sh./Tgt sh.
M&A,3/26/2021, ,7/9/2021,MSG Networks Inc,MSGN US,Sphere Entertainment Co,SPHR US,1598.76,798.08,Stock,5.29,Completed,21.2,N/A,Friendly,.1720 Aqr sh./Tgt sh.
M&A,5/12/2009, ,8/3/2009,Alpha Natural Resource Inc/Old,8230905Q US,Alpha Natural Resources Inc,ANRZQ US,1593.87,1063.64,Stock,4.7,Completed,53.1,N/A,Friendly,1.0840 Aqr sh./Tgt sh.
M&A,11/20/2005, ,2/6/2006,Medicis Pharmaceutical Corp,2412010D US,Mentor Corp,MNT US,1584.37,1732.3,Stock,12.85,Terminated, ,N/A,Hostile,62.0000 Aqr sh./Tgt sh.
M&A,11/24/2015, ,12/17/2015,Hope Bancorp Inc,HOPE US,Hanmi Financial Corp,HAFC US,1558.08,1558.08,Stock, ,Terminated, ,N/A,Unsolicited,.7331 Aqr sh./Tgt sh.
M&A,9/21/2010, ,3/11/2011,Penn Virginia GP Holdings LP,0117799D US,PVR Partners LP,PVR US,1525.05,902.11,Stock,8.12,Completed,18,N/A,Friendly,.9800 Aqr sh./Tgt sh.
M&A,2/20/2013, ,11/6/2013,OfficeMax Inc,OMX US,Office Depot Inc,9995522D US,1514.87,1049.5,Stock,15.39,Completed,30,N/A,Friendly,2.6900 Aqr sh./Tgt sh.
M&A,2/24/2014, ,1/2/2015,Qorvo US Inc,TQNT US,RF Micro Devices Inc,RFMD US,1483.88,1562.9,Stock,22.54,Completed,66.7,N/A,Friendly,1.6750 Aqr sh./Tgt sh.
M&A,8/21/2012, ,5/1/2013,SuperMedia Inc,1545935D US,Thryv Holdings Inc,THRY US,1473.52,39.52,Stock,2.58,Completed, ,N/A,Friendly,.4386 Aqr sh./Tgt sh.
M&A,3/9/2015, ,7/23/2015,RTI International Metals Inc,RTI US,Alcoa Corp,AA US,1468.34,1342.13,Stock,12.75,Completed, ,N/A,Friendly,2.8315 Aqr sh./Tgt sh.
M&A,6/18/2009, ,10/24/2009,HLTH Corp,1260972D US,WebMD Health Corp,WBMD US,1451.57,1480.37,Stock,31.38,Completed, ,N/A,Friendly,.4444 Aqr sh./Tgt sh.
M&A,5/10/2021, ,10/5/2021,Harvest Health & Recreation Inc,HARV CN,Trulieve Cannabis Corp,TRUL CN,1449.15,1180.65,Stock,47.23,Completed, ,N/A,Friendly,.1170 Aqr sh./Tgt sh.
M&A,5/4/2007, ,10/1/2007,Greater Bay Bancorp,GBBK US,Wells Fargo & Co,WFC US,1438.97,1438.97,Stock, ,Completed, ,N/A,Friendly,.7867 Aqr sh./Tgt sh.
M&A,12/5/2016, ,7/5/2017,FairPoint Communications LLC,FRP US,Consolidated Communications Holdings Inc,CNSL US,1418.38,543.7,Stock,2.99,Completed,18.9,N/A,Friendly,.7300 Aqr sh./Tgt sh.
M&A,10/25/2004, ,4/4/2005,Cornerstone Realty Income Trust Inc,TCR US,Colonial Properties Trust,CLP US,1398.11,597.75,Stock,15.32,Completed, ,N/A,Friendly,.2581 Aqr sh./Tgt sh.
M&A,5/10/2021, ,11/2/2021,Extraction Oil & Gas Inc,XOG US,Civitas Resources Inc,CIVI US,1382.69,1019.47,Stock, ,Completed,37.5,N/A,Friendly,1.1883 Aqr sh./Tgt sh.
M&A,12/22/2010, ,6/7/2011,Whitney Holding Corp/LA,WTNY US,Hancock Whitney Corp,HWC US,1377.74,1377.74,Stock, ,Completed,50,N/A,Friendly,.4180 Aqr sh./Tgt sh.
M&A,7/21/2016, ,3/13/2017,Yadkin Financial Corp,YDKN US,FNB Corp/PA,FNB US,1372.8,1372.8,Stock, ,Completed, ,N/A,Friendly,2.1600 Aqr sh./Tgt sh.
M&A,12/13/2016,4/20/2017,4/24/2017,Seventy Seven Energy Inc,SVNT US,Patterson-UTI Energy Inc,PTEN US,1363.9,1027.9,Stock, ,Completed,100,N/A,Friendly,1.7851 Aqr sh./Tgt sh.
